id,vote_avg
335462,6.22809337205
256961,5.46939075005
11052,5.41537334223
923,6.34323054988
105506,6.47226608119
65057,6.62770429559
8197,7.05315302939
263472,6.12686470713
276905,5.70900422347
475,6.8951353579
10017,5.48217599415
8764,6.13268416343
222936,5.89234429429
694,6.60445224509
12107,5.84338447734
11815,6.2273602992
20649,6.77990458696
651,6.82821149098
12113,6.66732380776
203793,6.72583905677
84341,5.85662373317
901,6.73972842383
1245,6.54882213568
72358,6.10118669388
160588,6.21589685693
25848,6.81737059146
199160,6.95025746928
78,6.85221509816
162,6.51061523347
110428,6.57268497377
46889,6.41682637841
15668,6.16463222865
1830,6.4573711188
146198,5.76369189241
73969,6.59775339503
557,6.28718657769
31510,7.44454584012
60420,5.90293141882
77221,6.86209243729
7508,7.25153976174
493,6.09768068537
94440,6.33244990676
6957,6.22634418258
10764,5.99498654893
76338,6.00447099244
17692,6.16470900066
681,6.84330866905
192141,5.70697761699
75531,6.2336835545
297,7.43009789386
36691,6.26704222674
32511,6.4156987345
11699,6.70046222583
35,6.21209053413
9044,6.82418936371
9802,6.40499085813
11033,5.9997084309
786,6.63937638946
10228,6.6344565493
10012,5.77894790555
11051,7.14788997725
11085,7.27100260917
23439,5.81927985614
10991,6.64785935104
11326,6.79543870339
54054,6.01886761142
11516,6.42719739589
581,7.58277510224
68351,6.50309696132
1247,7.2532277813
70578,6.28088462541
43539,6.69067544287
21345,6.97147484392
641,6.67586959266
10022,6.19301415925
323517,6.3189030549
87516,5.90680003819
153,6.59932663273
5854,6.4834248516
11337,6.36189404355
268531,6.08262563899
20764,6.0069127129
11018,6.70162356812
10128,6.1890701682
1812,5.4546964958
333386,6.30613237215
44977,6.87778775274
19,7.7878157327
300693,6.44806324588
2064,6.25408587648
768,6.10294556156
23047,5.84487598837
752,6.4118995968
4551,6.33404452022
1911,5.79920034437
44564,6.56561913001
77908,5.84786958856
117553,5.99430454456
982,6.76690658518
48311,5.82322699023
9605,6.12704657406
108346,5.97090564021
10823,6.08552321786
50646,6.49756830056
2310,6.50353750546
24113,5.77571898504
11327,6.9184470444
29473,6.12620273704
308453,6.0558768868
81836,5.68858565176
26748,6.29066738178
62214,6.2814357112
2453,5.83118679159
46336,5.69895498514
238,7.9883098129
47942,6.43657629937
307081,6.46371969959
146233,7.11669745173
927,6.11482593648
12403,5.88395943789
12211,5.49784491242
80591,6.4687850135
580,5.82712358447
82654,5.71062473855
679,6.18603058019
196867,6.21716400929
10375,5.75746729132
9398,6.1915829871
142159,6.78088454195
87502,6.87552095227
287859,6.70463852677
256274,5.88088037368
82525,6.8841896303
1770,6.61588618846
9346,6.10819337994
50014,7.09932963641
169209,5.6432736981
10216,5.57012038653
36046,6.24841477914
2501,6.64043497867
17335,6.60454485515
8051,6.17360410468
7451,6.22857305574
298,6.62512892192
11129,6.21161316819
8845,6.08691950999
409502,6.14499523357
65,6.63130201731
68730,6.84205047466
66150,6.58055233865
2059,6.29472024661
425942,6.23397748573
8885,6.983801007
112284,6.91756468244
11515,6.37133160042
9470,6.20635922425
10761,5.73721268342
11665,6.03083319571
9989,6.2042795195
110402,7.03971492159
9475,7.09699710673
1555,6.34497481643
265712,6.74555685852
226486,6.12385106211
9882,6.4439694413
365222,6.2148922131
198184,6.28543717962
9382,6.19179554861
36523,6.03077261213
34563,5.9083171162
10014,5.88790263914
57889,5.95131235935
623,6.43657284872
49012,6.12059237853
106135,5.92556430365
13448,6.54167569617
9972,6.36992447922
2176,6.16109753205
72197,6.07653244055
38321,5.54282047515
86467,6.59014455722
62211,6.35502785307
1369,6.16252900098
1633,6.56566024881
795,6.35200414569
1927,6.51124370876
300673,6.36413673898
41759,5.46367680692
10489,6.00933872695
49529,6.30795008968
13279,6.44231157282
266639,6.39373116654
11635,6.20902435075
441,6.26065831396
606,7.23652653032
28448,6.63178328756
1966,6.78057238788
6963,6.27856320789
16158,5.86587980699
23631,6.06222319058
82990,5.68180919567
37094,6.75883150089
76203,6.61142556622
9842,6.01061601627
238636,5.59960671508
22527,6.92626635422
10379,6.20906984162
119675,6.30386268545
9457,5.77561917099
27573,6.18891875995
15708,5.81888025807
10338,6.54994886597
213681,5.45080915759
2620,5.63358699388
52520,5.42686097968
370665,6.49371583137
9532,5.90292796606
11336,5.97440135895
6575,5.954096785
1865,6.1432927896
19980,6.70777582951
24137,5.87629384552
10313,6.51576395682
76025,6.4970025396
8916,6.11672647195
154,6.3133747383
11702,5.6009862171
24150,5.96774967399
14361,5.50581109497
295699,6.12623498694
13018,6.01095006813
8645,6.17136422046
5857,5.73787417662
100402,6.26601501064
13703,6.16414680572
13827,5.70264493708
9437,6.71312971324
246403,5.39554229406
10424,6.88189896315
34584,6.35952891776
19183,5.9881263649
342473,5.98014521978
15268,5.36828189377
814,5.85292694889
70981,6.40605811456
258230,6.39279055457
1379,6.5214729948
9102,5.9264883825
10200,6.41433236718
10439,5.85012834374
573,7.0713498476
338065,6.77586313491
2898,6.48873904685
602,6.52554875551
19058,5.60637213688
2698,5.73144662793
47871,5.67222898659
22825,6.11221149897
114564,4.91720458457
8321,6.70815364711
109417,6.10833647919
29996,6.87298822033
21525,6.19952513772
10155,6.56429543808
12404,6.20263819582
25195,5.69376708126
2255,6.44030746554
1924,6.63662364991
193,5.95725534154
2486,6.04790168522
74,6.24155428405
89691,5.40967699615
27046,6.69387377171
473,6.30514148294
4553,6.09292338166
10906,5.9451394062
10351,5.52575095311
10163,6.01285968987
11240,6.51291510597
72387,5.85395042635
335796,5.78746273118
10306,5.63165256681
13967,5.9448603307
65759,6.58329032349
7191,5.65193295655
15028,5.8810858945
68727,6.55669956764
9431,5.80153797951
134474,6.60571323544
20943,6.02542990762
15028,5.8810858945
8078,5.7625997466
323675,5.94244744558
22649,6.85183105628
916,6.89797574351
62652,6.73181708813
112205,5.63754811566
2023,6.5234936698
1894,6.54259383169
47816,5.06949021238
15673,6.05540003975
9737,6.23507108121
16379,5.50953670328
1430,6.64297983735
28005,6.1717735589
4997,6.47608696267
150540,6.56002869469
10520,5.56079821789
9569,6.10775062853
838,6.8569869383
711,6.57341238071
284,6.94048174409
123,7.2492473947
54138,5.95046058363
14429,5.58353378198
152737,6.53972831775
9377,6.14822136819
76285,6.15481689687
8976,6.10264773115
9886,5.92688836262
2757,6.6443928346
9208,6.33217132556
52939,6.11048732825
16888,5.51465732724
97430,5.82941339383
9682,5.91306734944
13025,5.21270152042
10944,6.37326388003
9740,6.5754728051
9958,5.8328749634
9461,6.20163422578
11671,6.00525730562
14756,6.46880655332
275,6.88693911804
38794,5.9736147086
77469,5.91875534212
9093,6.72608899459
9430,5.79483903413
270946,6.02613719384
2100,6.38320421176
144789,6.10206621874
101173,6.45116586804
11969,6.64399854373
4380,6.63376881454
14047,6.76628448844
11692,5.42861671639
36929,5.74265306045
171424,5.16669518514
290250,6.108660215
11706,7.44649848503
9030,6.0077127843
9667,6.44961149515
1562,5.93621426512
297762,6.30299619195
862,6.43303308169
7737,5.90323171133
25186,5.55241140021
25376,6.85839924721
1402,6.69838950489
497,7.69193187906
43306,7.08115565868
245775,6.43131409976
8285,6.07305487612
10263,5.64662290128
433,6.78043175178
13291,6.35651291148
129139,5.68943426983
67220,6.29507501952
179144,6.89469882874
2048,6.04913311804
46738,7.20163029156
20421,6.08195689731
68722,6.47911834411
67913,5.95181541962
9336,6.29783575379
49035,7.34157335979
1939,6.72521284772
23947,6.24247910611
70829,5.47517265797
576,6.77795449304
77117,7.24522814043
2976,6.06029358857
41436,5.86823127493
13813,6.64167733939
37460,6.46781480107
11884,5.79843262567
11866,6.14163975625
18462,5.59911495787
859,6.49673326756
257344,5.84356193943
37495,6.43579924794
244783,6.14319360584
49763,5.66085302039
1997,6.63278178123
11319,6.32187958532
21539,6.32826870772
9032,6.41428927583
8452,6.48359669854
151743,6.05543008887
9880,6.20882913504
380,7.22581726157
1091,6.54047380584
9354,6.13521847674
49051,6.47583718032
9319,6.04956638729
14462,6.67326747374
1551,6.35358755462
332979,6.26185957258
375867,6.12249850887
42151,5.85699828904
856,6.58991504304
