id,vote_avg
335462,6.07706221809
256961,5.31846662704
11052,5.84551891159
923,6.30779627052
105506,6.47238975466
65057,6.89820912316
8197,7.22706879569
263472,6.12991629129
276905,5.8821341134
475,6.81503754255
10017,5.48664755644
8764,6.0722017242
222936,5.90688495321
694,6.57405004136
12107,5.85020682735
11815,6.27509374665
20649,6.78706972191
651,6.62783349083
12113,6.75313201348
203793,6.57155588103
84341,5.87704825069
901,6.66162698276
1245,6.52500490924
72358,6.19605426687
160588,6.28215295526
25848,6.83793186427
199160,6.94660374465
78,6.93857266202
162,6.44005413461
110428,6.68920321984
46889,6.26450649527
15668,6.14735456708
1830,6.45734880521
146198,5.7427648452
73969,6.56772582664
557,6.34497144536
31510,7.36248136533
60420,5.9577003938
77221,6.79984215799
7508,7.16677866059
493,6.08047283769
94440,6.28104042108
6957,6.18010215263
10764,5.98978458183
76338,6.04230798117
17692,6.13958165722
681,6.91175748757
192141,5.47377439569
75531,6.32518635304
297,7.36736694009
36691,6.25575465613
32511,6.63425457108
11699,6.83336992831
35,6.16001331955
9044,6.81632493184
9802,6.40580626659
11033,6.02771085529
786,6.58756633953
10228,6.70164816699
10012,5.59124266934
11051,7.23911058625
11085,7.22128878023
23439,5.81293244202
10991,6.53878687019
11326,6.83412452555
54054,5.90808397373
11516,6.84488957646
581,7.60754826531
68351,6.43567931345
1247,7.19361142578
70578,6.31890476748
43539,6.69353625704
21345,7.0458430826
641,6.67987204871
10022,6.25571047855
323517,6.38385685755
87516,5.83721433074
153,6.63905948125
5854,6.50918538629
11337,6.40638871071
268531,6.04286569405
20764,6.00572764176
11018,6.59232980246
10128,6.32716103737
1812,5.49896200904
333386,6.36825489559
44977,6.72140889512
19,7.82590199272
300693,6.3968066754
2064,6.31531068487
768,6.09126733175
23047,5.75865539216
752,6.39237050761
4551,6.29680834215
1911,5.74281801024
44564,6.51923768864
77908,5.84231874226
117553,6.10239896988
982,6.87441114637
48311,5.77285838026
9605,6.13270037242
108346,5.84760613112
10823,5.98909118751
50646,6.55382928983
2310,6.68949008033
24113,5.80042842391
11327,6.81547025019
29473,6.1708461645
308453,5.97056963148
81836,5.77494284955
26748,6.2174968737
62214,6.3796374557
2453,5.72621435225
46336,5.76512923677
238,7.8788763258
47942,6.47877879158
307081,6.49898551171
146233,7.1707815346
927,6.24986330449
12403,5.6964976241
12211,5.39970856342
80591,6.36284363645
580,5.82978028027
82654,5.58678840277
679,6.26924160513
196867,6.1400196052
10375,5.75010786196
9398,5.89179375025
142159,6.73892698477
87502,6.67823927237
287859,6.67679290749
256274,5.64252341649
82525,6.75031610666
1770,6.73943900186
9346,6.07437954137
50014,7.2070668846
169209,5.68922352519
10216,5.5914290991
36046,6.45606930752
2501,6.45365540455
17335,6.34620743721
8051,6.15416338383
7451,6.2803198967
298,6.70478925247
11129,6.14243746196
8845,5.79741908089
409502,6.04998882716
65,6.71106586741
68730,6.83971801071
66150,6.60864677798
2059,6.36286185217
425942,6.23202635665
8885,7.23613376203
112284,6.9870239715
11515,6.44496592667
9470,6.23788959051
10761,5.73470997123
11665,6.01359885597
9989,6.11039731787
110402,7.02665619799
9475,6.93918477073
1555,6.51147866783
265712,6.67324232394
226486,6.09640077863
9882,6.42213166443
365222,6.4037888855
198184,6.39028492408
9382,6.18964788268
36523,6.30498004865
34563,6.27811767402
10014,5.92578551886
57889,6.0440428327
623,6.45111498284
49012,6.21494667023
106135,5.83789202156
13448,6.59404750986
9972,6.352682176
2176,6.21094364164
72197,6.04663042885
38321,5.34141529163
86467,6.35175655551
62211,6.51531605438
1369,6.26108866904
1633,6.57757898228
795,6.32299094872
1927,6.55244915575
300673,6.43439347608
41759,5.72491514348
10489,5.93439087706
49529,6.28054698135
13279,6.5103292592
266639,6.38564992305
11635,6.08917125709
441,6.3555809533
606,7.31613213041
28448,6.68514332767
1966,6.81157908316
6963,6.32065837675
16158,5.83739085225
23631,5.98139168638
82990,5.76743784918
37094,6.45175848347
76203,6.49316084341
9842,5.93346761862
238636,5.5582856814
22527,7.01320185616
10379,6.15995346072
119675,6.29365597439
9457,5.71160377356
27573,6.11383538941
15708,6.0043392897
10338,6.50614593198
213681,5.51407740239
2620,5.6590795082
52520,5.45739216296
370665,6.53309409666
9532,5.94614150111
11336,6.00995050451
6575,5.90645156337
1865,6.28776348737
19980,6.68693562669
24137,6.00167523421
10313,6.63119347939
76025,6.55229521536
8916,6.19178699154
154,6.08001858674
11702,5.62406617028
24150,5.83649365895
14361,5.41460432583
295699,6.03502354576
13018,6.04046204495
8645,6.30714071557
5857,5.87930677296
100402,6.3201487061
13703,6.23322143701
13827,5.67897162948
9437,6.74890160713
246403,5.31644995277
10424,6.78760857839
34584,6.27710472589
19183,5.89020251504
342473,6.0753958695
15268,5.4641127213
814,5.88484388798
70981,6.40126485181
258230,6.43425265305
1379,6.51509390247
9102,5.86745730123
10200,6.42743402817
10439,5.89112045685
573,7.05124527711
338065,6.64826288222
2898,6.42554575394
602,6.63873502083
19058,5.51020065108
2698,5.64977668706
47871,5.84122001046
22825,6.18760838947
114564,5.02753168374
8321,6.81458257664
109417,6.10199958164
29996,6.87679932516
21525,6.59347051121
10155,6.6672870174
12404,6.00530669045
25195,5.59168350803
2255,6.50697398485
1924,6.42181499398
193,5.72124175095
2486,6.05794869881
74,6.44791219043
89691,5.31799371519
27046,6.47270943912
473,6.20489420878
4553,6.13953011728
10906,5.89736630342
10351,5.48531564753
10163,5.94408230502
11240,6.61556135842
72387,5.9332996602
335796,5.78274050062
10306,5.67791884734
13967,5.84142179077
65759,6.6933897498
7191,5.64960161697
15028,5.72055216434
68727,6.45401834193
9431,5.73923625484
134474,6.56779365632
20943,5.9408372438
15028,5.72055216434
8078,5.66208887986
323675,5.80366728613
22649,6.93466484572
916,6.69522925607
62652,6.71570462098
112205,5.72735367867
2023,6.46707947949
1894,6.54303615281
47816,5.2219380398
15673,5.94338739924
9737,6.27092171705
16379,5.41093657855
1430,6.78040720183
28005,6.21158462736
4997,6.31344692681
150540,6.62770362245
10520,5.48584660063
9569,6.05750917233
838,6.79819556392
711,6.35948327872
284,7.0663112325
123,7.41401437743
54138,5.92999552627
14429,5.49153692164
152737,6.33842720015
9377,6.18752940489
76285,5.99562801479
8976,6.02389007877
9886,6.08733381856
2757,6.65970468041
9208,6.25512520636
52939,6.30622142172
16888,5.47514779171
97430,5.77652713572
9682,5.78158303105
13025,5.42220194624
10944,6.37025506141
9740,6.67550709265
9958,5.75946540951
9461,6.38842791339
11671,6.06064511998
14756,6.52794578569
275,7.16118963435
38794,5.94701492274
77469,6.24564604712
9093,6.86541050812
9430,5.8245456744
270946,5.95742348105
2100,6.41817400403
144789,6.2752054039
101173,6.50148274805
11969,6.52245055813
4380,6.53487317211
14047,6.74907989266
11692,5.49549132604
36929,5.57821962009
171424,5.00742607163
290250,6.08539198331
11706,7.48536615268
9030,5.90612058868
9667,6.37806851188
1562,5.91353912679
297762,6.35862357563
862,6.51558288765
7737,5.87537321393
25186,5.62590217442
25376,6.83783359512
1402,6.65841811068
497,7.79470507926
43306,7.0708784789
245775,6.47729474708
8285,6.189517804
10263,5.63838408044
433,6.63006513507
13291,6.44224096703
129139,5.55101725959
67220,6.57506992629
179144,6.90557110929
2048,6.02423690978
46738,7.23223041802
20421,6.0846520176
68722,6.42404636481
67913,6.03783537681
9336,6.38968694297
49035,7.3281994524
1939,6.7326519115
23947,6.08966187659
70829,5.64571712617
576,6.79435768105
77117,6.87878393097
2976,6.17728145981
41436,5.82754401239
13813,6.58151184438
37460,6.46299491565
11884,5.68846679016
11866,6.0491999225
18462,5.59344717127
859,6.64842872171
257344,5.81631196898
37495,6.30667328953
244783,6.09499646964
49763,5.57544556336
1997,6.46869078699
11319,6.34487228396
21539,6.06662458554
9032,6.38632972926
8452,6.41401485315
151743,6.31451265201
9880,6.05904314158
380,7.38581292054
1091,6.57667339075
9354,5.81650632406
49051,6.48304476283
9319,6.0539573663
14462,6.74237664917
1551,6.05651512892
332979,6.26776326825
375867,6.07816566979
42151,5.88957006162
856,6.62418048142
32909,6.44368446354
14924,6.733513323
20337,5.98805321588
185,7.00313636315
80585,6.30164188772
4515,6.36277687366
47971,5.97798411945
58333,6.40023092095
54474,6.61710686034
192,7.12633149851
10683,6.63106409783
319888,6.20161014257
27064,6.89500672485
54580,6.72550013565
350312,6.79504454209
243940,5.46722478299
12228,6.33880840263
5851,5.95363587202
4643,6.51631546128
93828,5.71238315928
46689,6.51451752514
4629,5.99620855604
47542,6.68190632313
157834,6.28680679161
3176,6.52181557862
22796,5.99876734543
23168,6.91154675677
7443,6.28179289873
273477,5.44681458175
4824,6.18206604331
9350,6.2880409131
22301,7.03064769493
782,6.13749245336
4942,6.42931567218
990,7.04306119878
37430,5.84676772567
44833,5.89363472913
282631,6.82626477027
8329,5.88447715043
321,5.78485822942
23535,5.92684479974
47898,5.54117102269
290098,6.48345040666
40229,5.67112311135
1826,6.53492554377
13335,6.23803026414
338517,6.59233644091
21905,5.058138096
316654,6.8173679471
152742,6.72106164004
337154,5.8843419307
15613,6.11997854517
9335,6.19328348803
249070,5.87681528595
84336,5.99893832625
1429,6.9063143929
33542,6.29180221628
11091,6.23915098789
17813,5.97339591992
12700,5.77305333578
10147,6.51834863538
488,6.66213218548
31522,6.54103256677
11648,6.05230826755
31608,5.9328877064
1857,6.34561983831
863,6.76475112305
20697,5.88342381439
6520,6.11980734933
791,6.18796468023
9837,6.91143012679
77930,6.52880658642
13155,6.34065523757
58428,5.47926695001
16972,6.36396282377
72784,5.70317364833
31175,6.44721160199
257088,5.64410624677
16869,6.85020836192
10427,6.42503800185
40001,6.21032402668
87499,6.61782998101
193704,5.78498170911
16148,6.25198352165
546,6.17134875223
46989,6.2889567177
70074,5.74396113572
205775,6.1411362166
49013,6.65138080773
21208,6.02654482474
300669,5.65265000079
191550,6.72281124135
73499,6.24258779666
60599,6.05383521227
36819,6.3244285828
1969,6.39480301379
2612,5.69936303421
62764,5.81425010994
9504,6.7673015651
10999,5.99485222338
10112,6.18536379507
11474,6.20052978243
419430,5.94411256909
74458,6.89620956965
888,5.8262599859
565,6.26508199242
361777,6.30912097954
42684,6.0040565127
37861,6.28004283281
504,6.46902601913
151960,6.28821073771
16538,6.28792192485
62177,6.16779286477
6877,6.03838923026
3083,6.93641486598
144340,5.75595731396
9289,7.35743410476
249164,6.29302976133
18710,6.55334674302
1018,6.76988381543
77221,6.79984215799
393562,6.32955698454
342521,5.40907740883
324786,6.95959435188
10142,6.6505418351
79070,5.71654510978
2103,6.29245957418
328387,6.04338506478
8068,5.91169420876
10679,5.65586014576
295964,6.68618711999
440642,6.53965746797
137106,6.24774461564
20662,6.12043947317
20304,5.70776771304
135397,6.13277455597
38925,6.35075376617
435,6.29026006635
11042,6.5557281805
209112,6.33908505527
36955,6.42374931312
51917,6.3237205945
9003,5.89309735044
55,7.34153966009
10229,6.31957045549
209185,6.17434817016
9424,5.60053598073
819,7.10775881062
9535,6.41384624268
82,6.16804219917
322240,5.83517564265
